"var"	"group"
"1"	-0.0735560191364783	"variance1"
"2"	-1.16865142442436	"variance1"
"3"	-0.634748264908909	"variance1"
"4"	-0.0288415529283144	"variance1"
"5"	0.67069596873393	"variance1"
"6"	-1.65054654342511	"variance1"
"7"	-0.349754239211268	"variance1"
"8"	0.756406438545484	"variance1"
"9"	-0.538809159977592	"variance1"
"10"	0.227291921672942	"variance1"
"11"	0.492228570064431	"variance1"
"12"	0.267835015331683	"variance1"
"13"	0.653257679471382	"variance1"
"14"	-0.12270866097738	"variance1"
"15"	-0.41367651359212	"variance1"
"16"	-2.64314895202898	"variance1"
"17"	-0.092941018479472	"variance1"
"18"	0.430284696359987	"variance1"
"19"	0.53539884086815	"variance1"
"20"	-0.555278351313252	"variance1"
"21"	1.77950290977515	"variance1"
"22"	0.286424419628825	"variance1"
"23"	0.126315858458886	"variance1"
"24"	1.27226677946852	"variance1"
"25"	-0.718466221319259	"variance1"
"26"	-0.450338623924712	"variance1"
"27"	2.39745248004976	"variance1"
"28"	0.011129187220888	"variance1"
"29"	1.63356842140831	"variance1"
"30"	-1.43850664491452	"variance1"
"31"	-0.190516802042901	"variance1"
"32"	0.378423903636832	"variance1"
"33"	0.300038545205798	"variance1"
"34"	-1.00563625951084	"variance1"
"35"	0.0192592746253708	"variance1"
"36"	-1.07742065311198	"variance1"
"37"	0.712703325244282	"variance1"
"38"	1.08477508986065	"variance1"
"39"	-2.22498769648741	"variance1"
"40"	1.23569346230014	"variance1"
"41"	-1.24104449680849	"variance1"
"42"	0.454769268982633	"variance1"
"43"	0.659902638142608	"variance1"
"44"	-0.199889828101433	"variance1"
"45"	-0.645113956859792	"variance1"
"46"	0.16532102124205	"variance1"
"47"	0.438818700714454	"variance1"
"48"	0.883302819948705	"variance1"
"49"	-2.05233698390195	"variance1"
"50"	-1.63637926805902	"variance1"
"51"	1.43040234118818	"variance1"
"52"	1.04662884711155	"variance1"
"53"	0.435288948907682	"variance1"
"54"	0.71517840711106	"variance1"
"55"	0.917174917641003	"variance1"
"56"	-2.66092279846568	"variance1"
"57"	1.11027709663882	"variance1"
"58"	-0.484987596562325	"variance1"
"59"	0.230616830631202	"variance1"
"60"	-0.295157800883577	"variance1"
"61"	0.871964954078744	"variance1"
"62"	-0.348472448955611	"variance1"
"63"	0.518503765888248	"variance1"
"64"	-0.390684978638979	"variance1"
"65"	-1.09278720910151	"variance1"
"66"	1.21001051044026	"variance1"
"67"	0.740900011274274	"variance1"
"68"	1.72426223915645	"variance1"
"69"	0.0651539325793032	"variance1"
"70"	1.12500274582817	"variance1"
"71"	1.97541905401908	"variance1"
"72"	-0.281482115038967	"variance1"
"73"	-1.32295111275522	"variance1"
"74"	-0.239351567138116	"variance1"
"75"	-0.214041239985383	"variance1"
"76"	0.15168050450932	"variance1"
"77"	1.71230497731928	"variance1"
"78"	-0.326143892505348	"variance1"
"79"	0.373004655804915	"variance1"
"80"	-0.227684064895531	"variance1"
"81"	0.0204507085250325	"variance1"
"82"	0.314057663506262	"variance1"
"83"	1.32821469603699	"variance1"
"84"	0.121318377490778	"variance1"
"85"	0.712842320031113	"variance1"
"86"	0.778860029783535	"variance1"
"87"	0.914773270855634	"variance1"
"88"	-0.574394552184383	"variance1"
"89"	1.62688121419468	"variance1"
"90"	-0.380956739294013	"variance1"
"91"	-0.105784167649752	"variance1"
"92"	1.40405026771417	"variance1"
"93"	1.29408390614558	"variance1"
"94"	-1.08999187241124	"variance1"
"95"	-0.873071000417463	"variance1"
"96"	-1.35807905937061	"variance1"
"97"	0.181847192619832	"variance1"
"98"	0.164840867918466	"variance1"
"99"	0.364114687355063	"variance1"
"100"	0.552157714218558	"variance1"
"101"	-0.601892845985016	"variance1"
"102"	-0.993698591098714	"variance1"
"103"	1.0267850560749	"variance1"
"104"	0.751061302606323	"variance1"
"105"	-1.5091665373287	"variance1"
"106"	-0.0951474508492868	"variance1"
"107"	-0.895947822756499	"variance1"
"108"	-2.07075107054196	"variance1"
"109"	0.150120131188143	"variance1"
"110"	-0.0792117092585882	"variance1"
"111"	-0.097369267513081	"variance1"
"112"	0.216152541801233	"variance1"
"113"	0.882465164396587	"variance1"
"114"	0.205597504483387	"variance1"
"115"	-0.616435842873528	"variance1"
"116"	-0.734799251921281	"variance1"
"117"	-0.131802793041181	"variance1"
"118"	0.310016986578952	"variance1"
"119"	-1.03968035270204	"variance1"
"120"	-0.184308868842384	"variance1"
"121"	0.967267260167914	"variance1"
"122"	-0.108280091234486	"variance1"
"123"	-0.69842066759439	"variance1"
"124"	-0.27594516842554	"variance1"
"125"	1.11464854536198	"variance1"
"126"	0.550043961214136	"variance1"
"127"	1.23667580008161	"variance1"
"128"	0.139097857161771	"variance1"
"129"	0.410275096490425	"variance1"
"130"	-0.558456912348133	"variance1"
"131"	0.605370668930333	"variance1"
"132"	-0.506333542189239	"variance1"
"133"	-1.42056550469574	"variance1"
"134"	0.127992965684126	"variance1"
"135"	1.94585121773144	"variance1"
"136"	0.800914339573062	"variance1"
"137"	1.16525338994626	"variance1"
"138"	0.358855723093152	"variance1"
"139"	-0.608557178316224	"variance1"
"140"	-0.202240855110284	"variance1"
"141"	-0.273248106811925	"variance1"
"142"	-0.468699779782087	"variance1"
